Identifiant;Nom générique;Nom de la manifestation;Descriptif court;Descriptif long;Date début;Date fin;Horaires;Dates affichage - horaires;Modification dernière minute;Lieu - nom;Lieu - adresse 1;Lieu - adresse 2;Lieu - adresse 3;Code postal;Commune;Type de manifestation;Catégorie de la manifestation;Thème de la manifestation;Station métro/Tram à proximité;GoogleMap latitude;GoogleMap longitude;Réservation téléphone;Réservation email;Réservation site internet;Manifestation gratuite;Tarif normal;Tarif enfant;Tranche âge enfant;Geo Point
FMAMID031V50DUUX;;BACH EN FAMILLE TEMPERAMENTS BACH (MUSIQUE EN DIALOGUE AUX CARMÉLITES);"Ensemble FILIGRANE
Franck Marcon, clavecin
Étienne Mangot, violoncelle & viole de gambe
Laurent Montel, comédien";"En la ravissante Chapelle des Carmélites, joyau du patrimoine toulousain, trois des plus riches époques de la musique -baroque, classique, romantique- sont déclinées à travers le portrait de leurs grands représentants réunis ici par la lettre B.

Au-delà de ce lien alphabétique, le point commun entre ces concerts est le choix des textes, partie intégrante de la vie des compositeurs : la correspondance de la famille Bach, le testament d’Heiligenstadt de Beethoven, les mémoires et lettres de Berlioz. Ce ne sont pas des illustrations littéraires mais bien des pages de l’existence de ces musiciens où les notes mariées aux mots donnent un sens particulier à cette édition qui offre trois créations et un succès déjà reconnu.

Et, pour la première fois ici, un spectacle où le langage n’est pas vocal mais corporel, où les danseurs dialoguent avec le violoncelle, le Hip Hop en harmonie avec les Suites de Bach, danses brillantes et intenses.

Ce programme s’articule autour des écrits de la vie du célèbre
Johann Sebastian Bach et de ses proches : lettres, expertises,
actes, correspondances et témoignages ; autant de pages intimes ou publiques qui révèlent une partie de l’existence privée
ou cachée du Cantor, de sa famille et témoignent de sa notoriété...
Mots et notes, phrases et mouvements, lettres et sonates donnent
à écouter des extraits des plus belles pages de la vie musicale
de la famille Bach.
Suite, Prélude, Variations Golberg, Fugue, Clavier bien tempéré… ces mots évoquent à eux seuls une musique entendue ou
imaginée sur laquelle dialoguent le clavecin délicat de Céline
Frisch et les profondes basses d’archet d’Étienne Mangot en
contrepoint de la voix du comédien Laurent Montel.


MUSIQUE
JSB et ses fils : Johann Sebastian (1685-1750),
Wilhelm Friedemann, Carl Philipp Emanuel
Johann Christoph Friedrich, Johann Christian
TEXTE
Correspondances et autres documents
de la parentèle Bach

Concert suivi d’une dégustation offerte par
un producteur de vin
et La Ferme aux Téoulets (Merville, 31)";2020-08-29;2020-08-29;A 16H00;Le 29/08/2020 - A 16H00;;CHAPELLE DES CARMELITES;;1 Rue du Périgord;;31000;TOULOUSE;Musique;Concert, Spectacle;Musique classique;Jeanne d'Arc / Capitole;43.6075064;1.44326425;05 62 72 23 35 Renseignements 05 61 99 44 00 Haute Garonne Tourisme;;musiquendialogue.festik.net;;De  € à 24,00 €;De  € à 15,00 €  -  De  € à 0,00 €;;43.6075064,1.44326425
FMAMID031V50E5T9;;CAP SUR TOULOUSE METROPOLE : COLOMIERS;Direction Colomiers !;"Visite proposée par l'office de tourisme de Toulouse. 

Colomiers logeait autrefois les bourgeois toulousains en villégiature. C'est aussi un village maraîcher qui s'est particulièrement développé avec l'industrie aéronautique. Son patrimoine est tout autant contrasté : découvrez l'hôtel de ville, les parcs et jardins, l'église et le Pavillon blanc Henri-Molina.

RDV devant la mairie de Colomiers, 1 place Alex Raymond.
Réservations conseillées, nombre de places limité.";2020-06-13;2020-06-13;A 10h.;Le 13/06/2020 - A 10h.;;MAIRIE;;1 Place Alex-Raymond;;31770;COLOMIERS;Culturelle;Visites guidées;;;43.6105525;1.33462979;0 892 180 180  0,45 € TTC/min;infos@toulouse-tourisme.com;resavacances.toulouse-tourisme.com/fr/evenements;;De 10,00 € à 12,00 €;7,00 €;;43.6105525,1.33462979
FMAMID031V50ISH2;;CASSE NOISETTE;Cette année, le célèbre Bolchoï de Minsk signe son retour exceptionnel en France et viendra vous faire vivre la magie de Noël avec le chef d’œuvre Casse-Noisette !;"Ce conte de Noël raconte l’histoire de la jeune Clara qui reçoit en cadeau un Casse-Noisette en forme de petit bonhomme. Dans une nuit animée d’un mystérieux enchantement, les jouets menés par Casse-Noisette se livrent à une bataille acharnée contre les méchantes souris de la maison. Réveillée par le bruit, Clara décide d’affronter ses peurs en participant au combat et sauve son cher Casse-Noisette du danger. Ému par son courage et plein de gratitude, il se transforme en prince charmant et emmène Clara dans un royaume féérique.

Ballet en deux actes, Casse-Noisette est présenté au public pour la première fois en décembre 1892 à Saint-Pétersbourg au Théâtre Mariinsky. La célèbre musique de Tchaïkovsky interprétée par le talentueux orchestre et la virtuosité des danseurs, sublimés par des décors et costumes époustouflants, feront vibrer petits et grands dans ce monde fantastique. Cette partition inoubliable vous plongera dans une atmosphère magique et vous fera revivre vos rêves d’enfants.

Retrouvez toute la beauté de ce joyau du répertoire classique, idéal en période de Noël.";2021-01-22;2021-01-22;A 20h30;Le 22/01/2021 - A 20h30;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31000;TOULOUSE;;Spectacle;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/casse-noisette-2239.html;;;;;43.598264,1.4092542
FMAMID031V50IS8V;;FAIRE SAVOIR TEST LE 5 DE CHAQUE MOIS;sdsdssdsqdq;ssdssdsdqsds;;;;Le 05/04/2020 Le 05/06/2020 Le 05/07/2020 Le 05/09/2020;;AMANDINE TEST;;;;31500;TOULOUSE;;;;;43.600568;1.433106;;;;;;;;43.600568,1.433106
FMAMID031V502PD4;;FESTIVAL BD DE COLOMIERS;Du 15 au 17 novembre, le festival BD de Colomiers fête ses 33 ans. Au fil des années, il a su se réinventer, se renouveler pour continuer à séduire un public toujours plus nombreux et bénéficier d’une belle réputation dans les milieux professionnels.;"Pour cette nouvelle édition, il affirme de nouveau sa ligne artistique en mixant l’illustration aux autres formes artistiques : concerts, spectacles, cinéma, lectures, numérique...

Par cette programmation à la fois pointue, variée et festive, il touche les publics avertis de la bande dessinée mais aussi un public familial et intergénérationnel. 

En mettant les jeunes auteurs au cœur de sa programmation, le festival affirme sa singularité : faire découvrir de jeunes artistes et les soutenir dans leurs parcours professionnels. 

Le festival soutient également très fortement les libraires et éditeurs indépendants. La Ville de Colomiers lance d’ailleurs l’opération All you need is lire avec le soutien de Toulouse Métropole et en collaboration avec quinze librairies de la métropole et deux éditeurs indépendants.

En attendant le festival, la ville de Colomiers soutient la jeune création en organisant un grand concours de bande dessinée. Vous avez jusqu'au vendredi 27 septembre 2019 pour participer ! Le corrigé des planches et la remise des prix auront lieu le samedi 16 novembre 2019 de 10h à 12h au Cinéma le Central, dans le cadre du festival BD de Colomiers (15 au 17 novembre 2019). Cette année, le sujet a été concocté par Simon Lamouret, jeune auteur, lauréat du Prix Découverte du festival 2018.";2020-11-13;2020-11-15;De 14h à 19h le vendredi, de 10h à 19h le samedi et le dimanche;Du 13/11/2020 au 15/11/2020 - De 14h à 19h le vendredi, de 10h à 19h le samedi et le dimanche;;DIVERS LIEUX;;;;31770;COLOMIERS;Culturelle, Sports et loisirs;Festival, Rencontres;Bande dessinée;;43.612189;1.336579;;;www.bdcolomiers.com/festival-2019/le-festival-834.html;;;;;43.612189,1.336579
FMAMID031V50GQNF;;GREAT MONUMENTS OF TOULOUSE (CANCELLED);For an initial discovery, this tour offers an overview of the main sites and monuments: Place du Capitole, the Saint-Sernin basilica, the Garonne riverbanks and the Jacobins Convent.;"Visit proposed by the tourist office.

For an initial discovery of Toulouse, this tour offers an overview of the main sites and monuments. During the tour, you walk through the town, have a look at the town hall square, the Saint-Sernin basilica, the Jacobins Convent and wonderful views along the river Garonne.

Meeting point :  tourist office, donjon du Capitole.";;;At 10am. At 10am. At 10am. At 10am. At 10am.;Le 02/05/2020 - At 10am. Le 09/05/2020 - At 10am. Le 16/05/2020 - At 10am. Le 23/05/2020 - At 10am. Le 30/05/2020 - At 10am.;ANNULE;OFFICE DE TOURISME DE TOULOUSE;Donjon du Capitole;Square du Général De Gaulle;;31000;TOULOUSE;Culturelle;Visites guidées;;Capitole;43.6046256;1.444205;0 892 180 180 (0,45€ TTC /min);infos@toulouse-tourisme.com;resavacances.toulouse-tourisme.com/fr/evenements;;De 10,00 € à 12,00 €;;;43.6046256,1.444205
FMAMID031V505YMH;;HORS-LIGNE;Un espace éphémère, un lieu unique de vie autour de l'art urbain.;"Imaginé par 4 amis déjà associés dans de nombreux projets dédiés aux arts urbains, tels que l’exposition Mister Freeze, le Festival Open Summer, les soirées Hello Brooklyn ou encore la création de l’Espace Cobalt, Hors Ligne est un concept inédit, qui risque fort de donner le sourire à de nombreux toulousains en manque de nouveautés originales !

C’est dans l’ancien Monoprix de l’avenue Étienne Billières qu’Hors Ligne a posé ses valises. Réparti sur une surface totale de 350m2, l’espace a été intégralement repensé et la décoration confiée à des artistes reconnus dans le milieu de l’art urbain pour créer différents espaces, dans une ambiance arty et chaleureuse. Le lieu peut accueillir jusqu’à 200 personnes et peut être privatisé.

Hors Ligne est un concept ambitieux, qu’il ne faut pas tarder à découvrir car, à l’image du Graffiti à qui il rend hommage, il n’est qu’éphémère et fermera ses portes fin 2020 !";2020-04-15;2020-12-31;;Du 15/04/2020 au 31/12/2020;;HORS-LIGNE CONCEPT;;41 avenue Etienne Billières;;31300;TOULOUSE;Insolite;Exposition;Arts de la rue, Gastronomie, Peinture;Saint Cyprien;43.5966668;1.4260245;;;www.horsligneconcept.com;;;;plus de 12 ans;43.5966668,1.4260245
FMAMID031V50EPNE;;LA BALADE GOURMANDE;"En raison des consignes de sécurité liées au Covid-19, nos visites guidées sont annulées jusqu'au 30 avril. 

Suivez un parcours dans les marchés toulousains.";"Visite guidée proposée par l'office de tourisme.

Pour le plaisir des yeux et des papilles, suivez un parcours historique et gastronomique dans les marchés toulousains et dégustez des produits d’exception. Quand la visite du patrimoine s’associe à la dégustation de la gastronomie locale, ce sont les yeux et les papilles qui se régalent.

Rendez-Vous devant l'office de tourisme de Toulouse. 

Réservation conseillée (places limitées).";2020-06-27;2020-06-27;A 10h.;Le 27/06/2020 - A 10h.;;OFFICE DE TOURISME DE TOULOUSE;Donjon du Capitole;Square du Général De Gaulle;;31000;TOULOUSE;Culturelle;Visites guidées;Gastronomie;Capitole;43.6046256;1.444205;0 892 180 180 (0,45 € TTC/min);infos@toulouse-tourisme.com;resavacances.toulouse-tourisme.com/fr/evenements;;15,00 €;7,00 €;plus de 12 ans;43.6046256,1.444205
FMAMID031V50IQK1;;LA PAT'PATROUILLE - LE SPECTACLE !;Basé sur la série animée star des enfants, La Pat’ Patrouille – Le Spectacle ! « À la rescousse ! » met en scène leurs personnages préférés pour une aventure musicale pleine d’humour et d’action !;"Report du 15 mars. Les billets achetés pour la date du 15/03/2020 14h00 restent uniquement valables pour le 10/10/2020 à 14h00. Et ceux achetés pour le 15/03/2020 17h00 restent valables pour le 10/10/2020 à 17h00.

Tous les habitants de La Grande Vallée se retrouvent pour l’lncroyable Course des Maires qui oppose Mme le maire Goodway de La Grande Vallée et le M. le maire Hellinger de FoggyBottom. Mais, Mme le maire Goodway a disparu…

Heureusement, la Pat’ Patrouille est là ! Chase, Marcus, Stella, Ruben, Rocky, Zuma, Everest et Ryder sont toujours prêts à partir en mission pour venir en aide aux habitants de La Grande Vallée !

Cette aventure interactive transporte les enfants dans des lieux emblématiques de la série tels que La Grande Vallée, la Tour de Contrôle, la ferme de la Madame Yumi, l’Île des Phoques et la montagne de Jake.

La Pat’ Patrouille – Le Spectacle ! montre aux enfants que « aucune mission n’est trop dure car nos amis, ils assurent » !";2020-10-10;2020-10-10;A 14h et 17h;Le 10/10/2020 - A 14h et 17h;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31000;TOULOUSE;;Spectacle;Jeune public;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/patpatrouille-2198.html;;;;;43.598264,1.4092542
FMAMID031V504MH3;;LES ALLEES, BROCANTE ET ANTIQUITES;120 brocanteurs et antiquaires.;Plus de 120 exposants professionnels vous attendent. Un expert est présent samedi et dimanche sur ce rendez-vous mensuel. Restauration sur place. (Le vendredi déballage dès 8h00);2020-11-06;2020-11-08;Vendredi de 7h à 18h. Samedi de 10h à 18h. Dimanche de 10h à 18h.;Du 06/11/2020 au 08/11/2020 - Vendredi de 7h à 18h. Samedi de 10h à 18h. Dimanche de 10h à 18h.;;ALLEES FRANCOIS VERDIER;;Allées François Verdier;;31000;TOULOUSE;Manifestation commerciale;Brocante;;François Verdier;43.5991483;1.4525687;;;www.brocante-les-allees.fr/fr/;Oui;;;;43.5991483,1.4525687
FMAMID031V50H0EE;;LES TIPIRATES;"Le Port Miniature « les Ti-pirates »
Manège nautique de bateaux électriques, véritables répliques de vapeur du Mississippi, remorqueur, bateaux de croisière, chalutier, pirates…. , d’une capacité de 2 à 5 personnes, les enfants peuvent piloter eux-mêmes les bateaux sous la vigilance d’un adulte.";"Nos bateaux électriques, fidèles reproductions de navires, vous accueillent en toute sécurité pour une agréable promenade sur le lac de la base de loisirs de Bruguières (31150). Le port miniature est un concept d'animation aqua-ludique qui s'adresse particulièrement aux enfants et qui fait également la joie des adultes.

Dans un site naturel et champêtre, vous pourrez embarquer à bord de bateaux électriques et naviguer en toute sécurité sur le lac de la base de loisirs de Bruguières (31150).

Silencieux et maniables, ces répliques exactes de remorqueurs, vapeurs du Mississipi.... peuvent transporter de 2 à 4 personnes. Une timonerie digne d’un commandant au long cours permet à nos marins en herbe d’être « marin pour de vrai ».

Nos bateaux se manoeuvrent aisément. Une action sur la barre fait pivoter le moteur situé sous le bateau pour se diriger comme on le ferait à vélo. Il suffit d'un demi-tour de barre à bâbord ou bien à tribord pour aisément changer de cap !

Les enfants peuvent jouer au capitaine et tenir les commandes de leur navire accompagnés d'un adulte. Les plus jeunes moussaillons quant à eux sont conduits par leurs parents.";;;Tous les jours de 14h à 18h. du lundi au vendredi de 10h à 12h et de 15h à 19h, samedi et dimanche de 10h à 19h mercredis, samedi et dimanche de 14h à 18h mercredis, samedi et dimanche de 14h à 18h;Du 16/04/2020 au 26/04/2020 - Tous les jours de 14h à 18h. Du 01/07/2020 au 31/08/2020 - du lundi au vendredi de 10h à 12h et de 15h à 19h, samedi et dimanche de 10h à 19h Du 01/09/2020 au 30/09/2020 - mercredis, samedi et dimanche de 14h à 18h Du 27/04/2020 au 30/06/2020 - mercredis, samedi et dimanche de 14h à 18h;;LES TIPIRATES;BASE DE LOISIRS;Rue de la briquetterie;;31150;BRUGUIERES;Nature et détente, Sports et loisirs;Animations;Jeune public;;43.7310519;1.4063989;;;www.lestipirates.com;;4,50 €;;0 - 3 ans  /  4 - 7 ans;43.7310519,1.4063989
FMAMID031V50G57D;;LES VISITES VILLE ET MUSEE: DÉCOUVRIR MONPLAISIR;"Vous êtes plutôt ville ou plutôt musée ?
Plus besoin de choisir, cette visite vous propose les deux!";"Visite guidée proposée par l'Office de tourisme.

Monplaisir est un quartier passionnant : un port de plaisance baigné par les eaux languissantes du canal du Midi, de charmantes toulousaines de la Belle Époque, mais aussi le musée Georges-Labit, qui expose les œuvres d’art d’un
collectionneur aventurier épris d’Égypte et d’Orient.

RDV : 5, port Saint-Sauveur, en face de la caserne des pompiers, sur l’esplanade.

Réservation conseillée.";2020-06-20;2020-06-20;A 14h30.;Le 20/06/2020 - A 14h30.;;EN FACE DE LA CASERNE DES POMPIERS;SUR L'ESPLANADE;5 PORT SAINT-SAUVEUR;;31000;TOULOUSE;Culturelle;Visites guidées;Historique, Musée;François Verdier;43.5951042;1.4558924;0 892 180 180 0,45 €TTC /min;infos@toulouse-tourisme.com;www.toulouse-tourisme.com;;De 10,00 € à 12,00 €;;;43.5951042,1.4558924
FMAMID031V50IRMR;;LEVER DE RIDEAU AU THEATRE DU CAPITOLE;Rentrez dans les coulisses du théâtre du Capitole.;"Visite proposée par l'Office de tourisme en partenariat avec le Théâtre du Capitole. 

Voilà plus de trois siècles que Toulouse a son opéra. Entrez dans ce haut
lieu de l'art lyrique et de la danse! On vous y parlera patrimoine, décors, costumes, techniques de scène, et aussi des artistes et artisans qui œuvrent pour faire briller chaque spectacle.

RDV : Office de Tourisme, donjon du Capitole.
Réservation conseillée, les places étant limitées.";;;A 10h30.  A 10h45.;Le 06/06/2020 - A 10h30.  Le 28/06/2020 - A 10h45.;;OFFICE DE TOURISME DE TOULOUSE;Donjon du Capitole;Square du Général De Gaulle;;31000;TOULOUSE;Culturelle;Visites guidées;;Capitole;43.6045802;1.4451303;0 892 180 180  0,34 € TTC/min;infos@toulouse-tourisme.com;;;7,00 €;;;43.6045802,1.4451303
FMAMID031V50FTWY;;OKA AMAZONIE;À l’occasion de l’année internationale des langues autochtones proclamée par l’ONU en 2019, le Muséum de Toulouse vous embarque en terre amazonienne.;"Plongez au cœur d’un éden vert, berceau d’une incroyable biodiversité et découvrez la culture amérindienne.

À travers un format inédit –un espace semi-permanent, évolutif, contemporain et connecté dans lequel trois espaces thématisés se complètent et se répondent, partez à la découverte de ce territoire
envoûtant.
Autour d’une soixantaine d’objets issus des collections botaniques, ethnographiques et zoologiques du Muséum, cette exposition présente la vie dans la forêt amazonienne, un dialogue permanent entre l’Homme et la nature.
Familiarisez-vous avec un univers inhabituel et un cadre inattendu à la rencontre des peuples amérindiens du Brésil et de Guyane française.

Imprégnez-vous des éléments fondateurs et constitutifs d’autres cultures dans leurs dimensions matérielle et spirituelle.

Envisagez qui sont les Amérindiens à travers une histoire, une culture, un mode de vie et leurs interactions avec le milieu naturel.

Appréhendez les enjeux fondamentaux qui s’y rattachent: protection de la biodiversité, devenir des cultures autochtones dans un monde globalisé, préservation d’un patrimoine matériel et immatériel.";2020-06-02;2020-10-31;De 10h à 18h sauf le lundi.;Du 02/06/2020 au 31/10/2020 - De 10h à 18h sauf le lundi.;;MUSEUM DE TOULOUSE;;35 Allées Jules-Guesde;;31000;TOULOUSE;Culturelle;Animations, Exposition;Jeune public, Vidéo;Carmes;43.5942735;1.4492137;05 67 73 84 84;;www.oka-amazonie.fr;;;;8 - 12 ans;43.5942735,1.4492137
FMAMID031V50ISH0;;QUEEN SYMPHONIC;LES PLUS GRANDS SUCCÈS DE QUEEN EN CONCERT SYMPHONIQUE;"Avis à tous les fans de QUEEN ! Rendez-vous le 17 novembre 2020 prochain à Toulouse pour revivre la légende sur scène. Après une tournée triomphale en 2019, retrouvez les plus grands succès de QUEEN lors d’un concert symphonique exceptionnel !
Sur scène : les 4 chanteurs et le rock band du musical londonien « We Will Rock You » accompagnés par un orchestre symphonique. Du premier single « Seven Seas Of Rhye » à « The Show Must Go On » écrit par Freddie Mercury quelques jours avant sa mort, venez revivre en live les plus grands succès de ce monument du rock britannique, entièrement réarrangés pour orchestre symphonique. L’occasion unique de redécouvrir sur scène « Somebody To Love », « We Will Rock You » ou encore « Don’t Stop Me Now » comme vous ne les avez jamais entendues !
Soutenu par le guitariste de QUEEN, Brian May, le spectacle a déjà voyagé dans le monde entier aux côtés des plus grands orchestres, de Londres aux Etats-Unis en passant par Sydney.";2020-11-17;2020-11-17;A 20h.;Le 17/11/2020 - A 20h.;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;Musique;Concert;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/queen-symphonic-2234.html;;;;;43.598264,1.4092542
FMAMID031V504QVV;;RENCONTRES DU CINEMA ITALIEN A TOULOUSE;"22 films environ inédits sont projetés : en compétition, en panorama, avant-premières etc…
Comme chaque année, à l’issue d’une compétition, trois prix seront décernés : le Prix du Public, le Prix du Jury et le Prix du Jury Etudiants.";"Créée en 2005, l’association Cinéma Paradiso organise chaque année en décembre « Les rencontres du cinéma italien à Toulouse » qui ont pour objectif de faire découvrir à Toulouse et en Région le meilleur du cinéma italien contemporain, en présence d’acteurs et de réalisateurs majeurs de ce cinéma et en multipliant les hommages et projections spéciales.

Au fil du temps – 15 ans cette année – notre festival est devenu un rendez-vous attendu et incontournable du cinéma italien d’aujourd’hui. Il est le seul festival de cinéma italien sur toute la Région du Grand Sud-Ouest.

Il a lieu à l’ABC de Toulouse, notre salle d’attache depuis la création du festival et dans une dizaine de salles du Département et de la Région.";2020-11-28;2020-12-06;;Du 28/11/2020 au 06/12/2020;;ABC DE TOULOUSE ET DIVERS LIEUX;;;;31000;TOULOUSE;Culturelle;Cinéma;Cinéma;;43.6046256;1.444205;;;www.cinemaitalientoulouse.com;;;;;43.6046256,1.444205
FMAMID031V507BR3;;SALON VINS ET TERROIRS (ANNULE);Profitez de ce rendez-vous unique pour vous octroyer un moment de détente et de convivialité autour de plaisirs simples et vrais… Fidèles, exigeants, connaisseurs, initiés, amateurs ou curieux, ce rendez-vous est fait pour vous !;"Vous découvrirez ou redécouvrirez des produits de qualité, authentiques et issus de nos terroirs avec une offre de près de 170 exposants « vins et terroirs » qui rime avec « plaisirs gastronomiques ».
Le Salon Vins et Terroirs de Toulouse , LE salon en Occitanie où toutes les grandes régions vinicoles de France sont présentes.";;;de 11h à 21h de 10h à 19h;Le 05/06/2020 - de 11h à 21h Du 06/06/2020 au 07/06/2020 - de 10h à 19h;ANNULE;PARC DES EXPOSITIONS;;Rond point Michel Bénech;;31400;TOULOUSE;Manifestation commerciale;Foire ou salon;Vin - oenologie;;43.5877816;1.4367368;;;https://app.eventmaker.io/fr/public/events/5dfb96c5bb55d8002115fee3/guest_categories/5e43a2ae879491001f03ea64/registrations/new;;De 4,50 € à 5,50 €;;;43.5877816,1.4367368
FMAMID031V50E5DA;;SUR LES PAS DE NOUGARO (ANNULE);"En raison des consignes de sécurité liées au Covid-19, nos visites guidées sont annulées jusqu'au 31 mai. 

Suivez pas à pas l’artiste évoqué au travers des lieux toulousains, ceux qui l’ont vu vivre et ceux qu’il a fait vivre par ses mots immortels.";"Visite guidée de l'office de tourisme. 

De la maison natale à la ""fleur de corail"", des bords de Garonne à la place du Capitole, suivez pas à pas l'artiste évoqué au travers des lieux toulousains, ceux qui l'ont vu vivre et ceux qu'il a fait vivre par ses mots immortels. 

RV : place Arnaud-Bernard, devant la pharmacie Lafayette. La réservation est conseillée, les places étant limitées.";;;A 15h A 15h;Le 10/05/2020 - A 15h Le 31/05/2020 - A 15h;ANNULE;PLACE ARNAUD-BERNARD;Devant la pharmacie Lafayette;Place Arnaud-Bernard;;31000;TOULOUSE;Culturelle;Visites guidées;;Compans Caffarelli;43.6112132;1.43892641;0 892 180 180 (0,45 € TTC/min);infos@toulouse-tourisme.com;resavacances.toulouse-tourisme.com/fr/evenements;;De 10,00 € à 12,00 €;7,00 €;;43.6112132,1.43892641
FMAMID031V50ISGW;;THE AVENER;Alors que sa tournée d’hiver affiche complet, avec en point d’orgue Pleyel le 04 décembre 2019, The Avener dévoile déjà une nouvelle tournée pour la fin 2020 : 10 dates avec un passage exceptionnel à l’AccorHotels Arena le samedi 14 novembre 2020, et un tour des Zéniths partout en France !;"Il passera notamment par Lyon, Caen, Nantes, Strasbourg, Lille, Rennes, Bordeaux, Toulouse, et en clôture, sa ville natale Nice.

Le producteur et DJ Français de Pop Electro s’est révélé au grand public avec le tube mondial Fade Out Lines, véritable hymne Electro bluesy intemporel qui figure même dans la playlist de Barack & Michelle Obama. Le niçois confirme son talent de producteur en 2015 avec son premier album The Wandering of The Avener, déjà certifié triple platine en France. Ses morceaux irrésistibles mêlant avec aisance Electro et Pop le voient collaborer avec les plus grands artistes, de Bob Dylan à Rodriguez en passant par Lana Del Rey ou Mylène Farmer.";2020-11-06;2020-11-06;A 20h.;Le 06/11/2020 - A 20h.;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;Musique;Concert;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/the-avener-2217.html;;;;;43.598264,1.4092542
FMAMID031V50IEHP;;THÉRAPIE TAXI (REPORTE AU 19 SEMPTEMBRE);Apres une immense tournée sold out suite à la sortie de leur premier album Hit Sale (Panenka Music), certifié Platine et cumulant plus de 100M de streams, Thérapie Taxi reprend la route en 2020 pour une tournée des Zenith !;"Ca rime, ça sonne et ça parle. De tout mais surtout de rien. Du tinder love aux soirées trop arrosées, de la drague et des excès. Avec ses textes en français, Thérapie TAXI se pose comme un miroir acerbe de la jeunesse et de son temps, désabusé peut-être, mais brûlant de désirs.

Surgi sur la scène pop francophone avec quelques singles dérangés et dérangeants et un 1er EP sorti en 2016, Thérapie TAXI bouscule la chanson française acoustique en lorgnant du côté de l'électro et de rythmes punk rock. Avec ce 1er album intitulé « Hit Sale », Adé, Raph et Renaud enfoncent le clou sans complexe et envoient 14 titres qui donnent envie d’aimer, de rêver ou de danser. On pense parfois à Sexy Sushi qui aurait troqué ses ordis bugués contre des guitares en bois et des synthés aériens, à une Lio de la génération Snapchat…

Mais trêve de comparaisons : Thérapie TAXI ne ressemble finalement qu'à lui-même, soit la rencontre entre deux garçons et une fille bien décidés à faire des hits – Une thérapie de choc !";2020-05-28;2020-05-28;A 20h.;Le 28/05/2020 - A 20h.;REPORTE;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;Musique;Concert;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/therapie-taxi-2211.html;;;;;43.598264,1.4092542
FMAMID031V50E5D0;;TOULOUSE DANS LES ANNEES FOLLES;Rigueur, simplicité et géome´trie : découvrez à Toulouse les témoignages architecturaux de l'Art déco pendant l'entre-deux guerres.;"Visite guidée de l'office de tourisme. 

Découvrez les grandes mutations dans les témoignages architecturaux du début du XXe siècle. 

RDV : office de tourisme, donjon du Capitole.. 

La réservation est conseillée, le nombre de places étant limité.";2020-06-04;2020-06-04;A 14h30;Le 04/06/2020 - A 14h30;;OFFICE DE TOURISME DE TOULOUSE;Donjon du Capitole;Square du Général De Gaulle;;31000;TOULOUSE;Culturelle;Visites guidées;;Capitole;43.6046256;1.444205;08 92 18 01 80 (0,45€ TTC/min);infos@toulouse-tourisme.com;resavacances.toulouse-tourisme.com/fr/evenements;;De 10,00 € à 12,00 €;;;43.6046256,1.444205
