Identifiant;Nom générique;Nom de la manifestation;Descriptif court;Descriptif long;Date début;Date fin;Horaires;Dates affichage - horaires;Modification dernière minute;Lieu - nom;Lieu - adresse 1;Lieu - adresse 2;Lieu - adresse 3;Code postal;Commune;Type de manifestation;Catégorie de la manifestation;Thème de la manifestation;Station métro/Tram à proximité;GoogleMap latitude;GoogleMap longitude;Réservation téléphone;Réservation email;Réservation site internet;Manifestation gratuite;Tarif normal;Tarif enfant;Tranche âge enfant;Geo Point
FMAMID031V50I8LI;;LA BALADE DU PATRIMOINE;"Visite guidée proposée par l'office de tourisme.

Vous êtes à Toulouse pour quelques jours et vous souhaitez découvrir l’essentiel de la ville rose en une seule visite guidée : c’est par ici !";"Si vous visitez Toulouse pour la première fois, optez pour ce panorama des sites et monuments du centre : la place du Capitole, la basilique Saint-Sernin mais aussi les beaux points de vue le long de la Garonne.

RDV à l'office de tourisme, donjon du Capitole. La réservation est conseillée, les places étant limitées.

MESURES SANITAIRES: 
-Le port du masque est obligatoire
-La visite est limitée à 10 personnes (guide compris) 
-Le guide portera une visière";;;A 14h30 A 14h30 A 14h30;Le 13/06/2020 - A 14h30 Le 20/06/2020 - A 14h30 Le 27/06/2020 - A 14h30;;OFFICE DE TOURISME DE TOULOUSE;Donjon du Capitole;Square du Général De Gaulle;;31000;TOULOUSE;Culturelle;Visites guidées;;Capitole;43.6046256;1.444205;0 892 180 180 (0,45 € TTC/min);infos@toulouse-tourisme.com;www.toulouse-tourisme.com/visites-guidees;;De 10,00 € à 12,00 €;;;43.6046256,1.444205
FMAMID031V50IW4T;;LA PREMIÈRE CHANSON DE TINOUGA (LES CONCERTS EN FAMILLE);"UNE HEURE EN FAMILLE POUR FAIRE SES PREMIERS PAS AVEC L’ORCHESTRE OU APPROFONDIR SES CONNAISSANCES

FAIRE SES PREMIERS PAS AVEC L’ORCHESTRE";"CONTE MUSICAL 

CHRISTOPHE MANGOU
DIRECTION
FABIEN ROBERT
RÉCITANT

Tinouga revient ! Suite au succès rencontré la saison précédente, La Première chanson de Tinouga fait son retour à Toulouse. Une petite souris découvre une partition et, de fil en aiguille, s’en va à la rencontre des instruments de l’orchestre :
piano, contrebasse, xylophone… La  Première chanson de Tinouga est une fable musicale imaginée pour les tout-petits par Fabien et JeanFrançois Robert. Une invitation à entrer dans l’orchestre… à pas de souris !

FABIEN ROBERT
MUSIQUE
JEAN-FRANÇOIS ROBERT
LIVRET
ÉTIENNE MÉZIÈRE
ORCHESTRATION";11/04/2021;11/04/2021;Dimanche à 10h45.;Le 11/04/2021 - Dimanche à 10h45.;;HALLE AUX GRAINS;;1 Place Dupuy;;31000;TOULOUSE;Musique;Concert;Musique classique;François Verdier;43.6002193;1.4533432;05 61 63 13 13;;www.onct.toulouse.fr;;;;0 - 3 ans  /  4 - 7 ans  /  8 - 12 ans;43.6002193,1.4533432
FMAMID031V501N0Q;;L'AGIT AU VERT (ANNULÉ);Prévu initialement du 26 au 30 aout à Toulouse, les 30 ans de l’Agit au vert n’aura pas lieu !;"Triste nouvelle pour le festival mais qui correspond à la situation actuelle. Les organisateurs ont pris le temps de la décision, pesant le pour et le contre afin de maintenir la fête des 30 ans de l’Agit au Vert. Mais plusieurs problèmes ont eu raison de cet anniversaire.

D’abord, le Lido, qui accueille l’Agit depuis trois éditions, ne pouvait pas réunir les conditions pour une quatrième année comme prévu. « Le Lido ne peut plus le faire à cette période car ils redémarrent l’école et que les nouvelles normes d’accès aux salles et équipements les empêchent de nous recevoir au moment de la rentrée des élèves » explique François Fehner fondateur de l’Agit Théatre. 

L’autre raison touche à l’ADN du festival. « Je crois que, depuis que nous travaillons ensemble à l’Agit, nous sommes d’accord pour présenter un théâtre populaire, privilégiant sans prétention, l’émotion, la vérité, une certaine justesse et liberté de ton et une recherche de contact sensible avec notre public, que nous voulons mettre à l’aise et se sentir partie prenante de l’acte scénique et artistique. Depuis toujours nous cherchons à éliminer la distance entre le spectateur et l’acteur, encourager le respect et la prise de parole éventuelle et chercher la plus grande accessibilité de nos propositions, même quand elles sont exigeantes. C’est pour ça que la version masquée, distante (distanciation sociale), hygiénique nous semble difficilement compatible avec notre désir d’imprévu, de surprise et de liberté dans la création, notre désir de « toucher » et d’émouvoir dans une volonté de partage et de rencontre » rapporte François Fehner. 

L’Agit au vert préfère attendre des jours meilleurs pour un report des 30 ans et offrir ainsi une édition et un spectacle incroyable au public toulousain. Mais l’Agit Théâtre continue sous d’autres formes en attendant…";26/08/2018;30/08/2020;;Du 26/08/2018 au 30/08/2020;ANNULE;ESPLANADE DU LIDO;;14 Rue de Gaillac;;31500;TOULOUSE;Culturelle;Concert, Spectacle, Théâtre;Cirque;Argoulets;43.6234438;1.477387;;agittheatre@gmail.com;www.agit-theatre.org/evenement/agit-au-vert-2018/;;;;;43.6234438,1.477387
FMAMID031V50C7M0;;LE CANAL DU MIDI, PATRIMOINE DE L'HUMANITE;"Visite guidée proposée par l'office de tourisme.  

À travers un fait historique, que diriez-vous de pousser plus loin l’aventure et d’explorer toutes les facettes de l’identité toulousaine ?";"En cheminant sous les platanes, vous découvrez le calme de l’eau, la nature en ville et trois canaux historiques qui ont marqué chacun leur siècle.

RDV devant l'Espace EDF Bazacle au 11 quai St Pierre . La réservation est conseillée, les places étant limitées.

MESURES SANITAIRES: 
-Le port du masque est obligatoire
-La visite est limitée à 10 personnes (guide compris) 
-Le guide portera une visière";27/06/2020;27/06/2020;A 10h30;Le 27/06/2020 - A 10h30;;ESPACE EDF BAZACLE;;11 Quai Saint-Pierre;;31000;TOULOUSE;Culturelle;Visites guidées;;Compans Caffarelli;43.6043655;1.43219229;0 892 180 180  0,45 € TTC/min;infos@toulouse-tourisme.com;www.toulouse-tourisme.com/visites-guidees;;De 10,00 € à 12,00 €;De 0,00 € à 7,00 €;;43.6043655,1.43219229
FMAMID031V50CQ66;;LE GRAND BLEU;"Ciné-concert Le Grand Bleu, initialement prévue le 24 mars 2020. 
Le 11 mai 1988, Le Grand Bleu de Luc Besson sortait au cinéma.
Pour célébrer les 30 ans du film, deux représentations exceptionnelles ont eu lieu à La Seine Musicale en mai 2018 (complet).";"Eric Serra et ses musiciens nous invitent à redécouvrir cette œuvre incontournable du cinéma français, qu’ils interprètent sur scène à l’identique pendant la projection du film, pour une expérience immersive exceptionnelle.
Bande originale de tous les superlatifs (Victoire puis César de la meilleure musique de film, nombreux disques d’or et platine avec plus de trois millions d’exemplaires vendus …), la musique d’Eric Serra retranscrit parfaitement les sentiments les plus profonds du héros du film (Jacques Mayol) mais également ses sensations lors des plongées.

La musique est un vecteur d’émotions, et Eric Serra l’a bien compris en offrant au public ses meilleures partitions. 
Jamais une bande originale de film n’aura eu autant d’âme que dans Le Grand Bleu.

La date du ciné-concert Le Grand Bleu, initialement prévue le 24 mars 2020 au Zénith Toulouse Métropole, est reportée au 23 novembre 2020.
Les billets restent valables pour cette nouvelle date.
Les personnes ne pouvant se rendre au concert reporté, sont invitées à se rapprocher de leur point de vente pour effectuer une demande de remboursement.";23/11/2020;23/11/2020;A 20h.;Le 23/11/2020 - A 20h.;REPORTE;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;;Concert, Spectacle;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/le-grand-bleu-2179.html;;;;;43.598264,1.4092542
FMAMID031V50IQUQ;;LE LAC DES CYGNES 2020;Ballet le plus joué au monde, Le Lac des Cygnes est de retour en 2020 pour une grande tournée en France et en Europe. A l’image des années précédentes, une nouvelle compagnie russe présentera cet intemporel chef-d’œuvre classique.;"Report du concert prévu initialement le 04 avril. 

Ce ballet nous plonge dans la folle histoire d’amour du Prince Siegfried et de la Princesse Odette. Cette dernière est malheureusement prisonnière du célèbre sort du magicien Rothbart : elle se transforme en cygne le jour et redevient femme la nuit. Seule la promesse d’un amour éternel pourra la libérer de cet ensorcellement. Siegfried promet alors à Odette de l’épouser lors du bal donné en son honneur. Échapperont-ils aux fourberies de Rothbart et de sa fille Odile ? Le Prince parviendra-t-il à sauver sa promise ?

Créé en 1875 par le compositeur russe Piotr Tchaïkovsky, c’est en 1895 avec la reprise du chorégraphe Marius Petipa que Le Lac des Cygnes deviendra le plus grand succès classique de tous les temps.

Entre Pas de deux, duos romantiques et Danse des Petits Cygnes, les danseurs, accompagnés par l’orchestre, interpréteront tout en élégance cette œuvre magistrale.

Symbole du ballet romantique, Le Lac des Cygnes envoûte et continue d’enchanter des générations de spectateurs.";30/10/2020;30/10/2020;A  20h30;Le 30/10/2020 - A  20h30;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31000;TOULOUSE;Culturelle;Spectacle;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/le-lac-des-cygnes-2020-2174.html;;;;plus de 12 ans;43.598264,1.4092542
FMAMID031V50IV2X;;LE PRINTEMPS D’IGOR (ORCHESTRE NATIONAL DU CAPITOLE DE TOULOUSE);"RÊVER, ÉCOUTER, SE RETROUVER

DANS LE CADRE DE LA TROISIÈME ÉDITION DES MUSICALES FRANCO-RUSSES

TUGAN SOKHIEV : DIRECTION
VADIM GLUZMAN : VIOLON";"Il y a cinquante ans, Igor Stravinski, l’un des géants du siècle passé, disparaissait à New York. L’Orchestre national du Capitole et les Musicales franco-russes de Toulouse s’associent pour rendre hommage à l’une des figures tutélaires de notre temps : du mythique Sacre du printemps au néoclassicisme, plongée dans l’univers incandescent du plus cosmopolite des compositeurs russes !

IGOR STRAVINSKI
• PULCINELLA, SUITE DE BALLET
• CONCERTO POUR VIOLON
EN RÉ MAJEUR
• LE SACRE DU PRINTEMPS";27/03/2021;27/03/2021;A 20h.;Le 27/03/2021 - A 20h.;;HALLE AUX GRAINS;;1 Place Dupuy;;31000;TOULOUSE;Musique;Concert;Musique classique;François Verdier;43.6002193;1.4533432;05 61 63 13 13;;www.onct.toulouse.fr;;;;;43.6002193,1.4533432
FMAMID031V50FOU5;;LES ALLEES, BROCANTE ET ANTIQUITES;120 brocanteurs et antiquaires.;Plus de 120 exposants professionnels vous attendent. Un expert est présent samedi et dimanche sur ce rendez-vous mensuel. Restauration sur place. (Le vendredi déballage dès 8h00);04/12/2020;06/12/2020;Vendredi de 7h à 18h. Samedi de 10h à 18h. Dimanche de 10h à 18h.;Du 04/12/2020 au 06/12/2020 - Vendredi de 7h à 18h. Samedi de 10h à 18h. Dimanche de 10h à 18h.;;ALLEES FRANCOIS VERDIER;;Allées François Verdier;;31000;TOULOUSE;Manifestation commerciale;Brocante;;François Verdier;43.5991483;1.4525687;;;www.brocante-les-allees.fr/fr/;Oui;;;;43.5991483,1.4525687
FMAMID031V50IW1U;;LES CLEFS DE SAINT PIERRE : BON ANNIVERSAIRE M. BEETHOVEN;Retrouvez les musiciens de l’Orchestre National du Capitole de Toulouse dans l’intimité de formations de musique de chambre;"L. Van BEETHOVEN
Quatuor VII N° 1 en fa majeur opus 59
Symphonie N° 6 « Pastorale » Extraits
Sextuor en mi bémol majeur opus 81b
pour 2 cors et quatuor à cordes

L. JAILLET, violon
A. DALBIGOT, violon
L. ENSMINGER, alto
A. DASSESSE, violoncelle
J. DELEPLANCQUE, cor
F. LUGUE, cor";23/11/2020;23/11/2020;A 20h.;Le 23/11/2020 - A 20h.;;AUDITORIUM SAINT PIERRE DES CUISINES;;12 Place Saint Pierre;;31000;TOULOUSE;Musique;Concert;Musique classique;Capitole;43.6043737;1.4357169;;;lesclefsdesaintpierre.org clefsdesaintpierre.festik.net;;De 11,00 € à 22,00 €;;;43.6043737,1.4357169
FMAMID031V50H294;;LES CLEFS DE SAINT PIERRE : LE QUATUOR EN HÉRITAGE;Retrouvez les musiciens de l’Orchestre National du Capitole de Toulouse dans l’intimité de formations de musique de chambre;"J. HAYDN Quatuor N° 5 opus 33
W. A. MOZART Quatuor N° 15
en ré mineur K. 421
L. Van BEETHOVEN Quatuor N° 5
opus 18 en la majeur 

M. PUZIN, violon
J.-B. JOURDIN, violon
C. PELISSIER, alto
M. GIRBAL, violoncelle";05/10/2020;05/10/2020;A 20h.;Le 05/10/2020 - A 20h.;;AUDITORIUM SAINT PIERRE DES CUISINES;;12 Place Saint Pierre;;31000;TOULOUSE;Musique;Concert;Musique classique;Capitole;43.6040706;1.4355892;;;lesclefsdesaintpierre.org clefsdesaintpierre.festik.net;;De 11,00 € à 22,00 €;;;43.6040706,1.4355892
FMAMID031V50IMEM;;MARCHE DE CREATEURS DES RAMBLAS;Ce marché a lieu tous les dimanches de 10h à 18h et vous propose de superbes stands de créations artisanales.;Inaugurées en décembre 2019, les Ramblas des allées Jean Jaurès accueillent maintenant le premier marché hebdomadaire des créateurs. On y retrouve des stands de bijoux et de superbes créations toujours plus originales les unes que les autres. En plus de passer un agréable moment de balade le long des allées, vous dénicherez peut-être un joli petit bijou !;01/03/2020;27/12/2020;Le dimanche de 10h à 18h;Du 01/03/2020 au 27/12/2020 - Le dimanche de 10h à 18h;;RAMBLAS ALLEES JEAN JAURES;;;;31000;TOULOUSE;Manifestation commerciale;Marché;Artisanat;Jean Jaurès;43.6075329;1.451275;;;www.toulouse.fr;Oui;;;;43.6075329,1.451275
FMAMID031V50ISGU;;MIRACULOUS;Pour le plus grand bonheur de tous, les personnages du phénomène mondial Miraculous : Ladybug et Chat Noir prennent vie dans un spectacle musical exceptionnel.;"Le public se retrouve dans une aventure inédite en plein cœur de Paris où vivent Marinette et Adrien, deux adolescents entourés de leurs amis.
Le grand jour approche, tout le monde s'organise pour célébrer l’anniversaire de Marinette, mais l’ombre terrible de Papillon s’abat sur les héros !
A travers des combats spectaculaires, Ladybug et Chat Noir doivent affronter leur pire ennemi.

Retrouvez pour la première fois votre duo préféré et plus de 30 personnages sur scène, dont Chloé, Sabrina et Alya, dans un tourbillon de magie et de numéros aériens .";01/11/2020;01/11/2020;A 14h et 17h;Le 01/11/2020 - A 14h et 17h;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31000;TOULOUSE;;Spectacle;Jeune public;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/miraculous-2244.html;;;;;43.598264,1.4092542
FMAMID031V50ISGY;;MISTER V;Personnalité aux 3,8 millions d’abonnés sur Instagram, Mister V fait partie de ces rares artistes à transformer en or tout ce qu’il touche.;Après avoir forgé sa notoriété par l’humour sur YouTube, tout s’accélère. Stand-up, Cinéma, rien n’échappe à la vague Mister V. Passionné de musique, il sort en 2017 son premier album « Double V » premier du top album à sa sortie, disque de platine ensuite. Humoriste, acteur et maintenant rappeur, Mister V, icône de toute une génération et à l’aube de son nouvel album qui sortira en janvier 2020, s’attaque maintenant à la scène.;14/11/2020;14/11/2020;A 20h.;Le 14/11/2020 - A 20h.;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;Musique;Concert;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/mister-v-2243.html;;;;;43.598264,1.4092542
FMAMID031V50ISY5;;PÉNÉLOPE (SAISON THÉÂTRE DU CAPITOLE);"WEEK-END GABRIEL FAURÉ

Poème lyrique en trois actes
Livret de René Fauchois
Créé à l’Opéra de Monte-Carlo le 4 mars 1913";"Fauré aura presque attendu ses 70 ans pour se lancer dans la composition d’un opéra ! Ce génie de l’harmonie, qui avait ouvert la voie à l’impressionnisme en musique, a trouvé dans la figure mythique de Pénélope le sujet de son chef-d’oeuvre lyrique. Anne Le Bozec nous propose de redécouvrir ce rare chef-d’oeuvre dans sa version originale pour piano. 

En marge de cette représentation, un week-end exceptionnel sera consacré à Fauré, avec des concerts et une exposition réalisée en partenariat avec la BnF.";;;"EXPOSITION  CONCERT 1 A 15H 
CONCERT 2 A 18H CONCERT 3 A 16H00 PÉNÉLOPE VERSION CONCERT A 20H";"Du 23/10/2020 au 25/10/2020 - EXPOSITION  Le 24/10/2020 - CONCERT 1 A 15H 
CONCERT 2 A 18H Le 25/10/2020 - CONCERT 3 A 16H00 Le 23/10/2020 - PÉNÉLOPE VERSION CONCERT A 20H";;THEATRE DU CAPITOLE;;Place du Capitole;;31000;TOULOUSE;Culturelle, Musique;Concert;Musique classique;Capitole;43.6044292;1.4438121;05 61 63 13 13;;www.theatreducapitole.fr;;De  € à 30,00 €  -  De  € à 5,00 €;;;43.6044292,1.4438121
FMAMID031V50CCOQ;;PNL;Rap, hip hop, slam.;"Rap, hip hop, slam. Report du concert du 5 juin 2020.

Communiqué de la production du 15 avril 2020 :
""Suite aux restrictions imposées pour lutter contre le Covid-19, nous sommes contraints de reporter les concerts de PNL initialement prévus les 04 et 05 juin au Zénith Toulouse Métropole aux 12 et 13 février 2021, toujours au Zénith Toulouse Métropole.

Les billets pour le 04 juin 2020 seront valables le 12 février 2021, et les billets pour le 05 juin 2020 seront valables le 13 février 2021.
Les personnes désirant se faire rembourser le pourront en se rapprochant de leurs points de vente, jusqu’au 1er septembre 2020.
Merci pour votre compréhension.""";12/02/2021;13/02/2021;A 20h.;Du 12/02/2021 au 13/02/2021 - A 20h.;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31000;TOULOUSE;Musique;Concert;Rap - reggae - soul - funk;Zénith;43.5993203;1.4096865;;;zenith-toulousemetropole.com/programmation/pnl-2226.html;;;;;43.5993203,1.4096865
FMAMID031V50GCNO;;SALON FIT' BODY TOULOUSE;"Le grand rassemblement du Lifestyle Sport.
Viens découvrir les Fit App de demain et les nouvelles technologies au service du sport et du bien être.";"PARTAGE
Le salon Fit’ body Toulouse c’est avant tout le grand rassemblement des fans de lifestyle sport et bien-être dans le but de partager notre passion commune.

DETERMINATION
Tout comme les valeurs sportives, celles du salon prennent source dans la volonté de toujours repousser ses limites, aller plus loin, et progresser.

ENTRAIDE
Les valeurs humaines sont primordiales pour construire ensemble des choses extraordinaires. Le salon Fit’ Body Toulouse ne laisse personne sur la touche !";24/10/2020;25/10/2020;De 10h à 18h.;Du 24/10/2020 au 25/10/2020 - De 10h à 18h.;;SALLE JEAN MERMOZ;Parc Municipal des Sports;7 allées Gabriel Bienes;;31400;TOULOUSE;Sports et loisirs;Foire ou salon, Sport;;Empalot;43.6046256;1.444205;;;salonfitbodytoulouse.fr;;;;;43.6046256,1.444205
FMAMID031V50ITPI;;SALON VINS ET TERROIRS;Nous vous donnons ainsi rendez-vous pour la 21e édition d’automne du Salon Vins & Terroirs (couplée avec le Salon Chocolat & Gourmandises);"Profitez de ce rendez-vous unique pour vous octroyer un moment de détente et de convivialité autour de plaisirs simples et vrais… Fidèles, exigeants, connaisseurs, initiés, amateurs ou curieux, ce rendez-vous est fait pour vous !

Vous découvrirez ou redécouvrirez des produits de qualité, authentiques et issus de nos terroirs avec une offre de près de 170 exposants « vins et terroirs » qui rime avec « plaisirs gastronomiques ».
Le Salon Vins et Terroirs de Toulouse , LE salon en Occitanie où toutes les grandes régions vinicoles de France sont présentes.";;;de 11h à 21h de 10h à 19h de 10h à 19h;Le 30/10/2020 - de 11h à 21h Le 31/10/2020 - de 10h à 19h Le 01/11/2020 - de 10h à 19h;;PARC DES EXPOSITIONS ET CENTRE DE CONVENTIONS - MEETT;;Chemin de l’Enseigure;;31840;AUSSONNE;Manifestation commerciale;Foire ou salon;Gastronomie, Vin - oenologie;;43.680426;1.3432069;;;app.eventmaker.io/fr/public/events/5dfb96c5bb55d8002115fee3/guest_categories/5e43a2ae879491001f03ea64/registrations/new;;De 4,50 € à 5,50 €;;;43.680426,1.3432069
FMAMID031V50ISGT;;STING;Sting My Songs, certifié disque de platine en France, propose un concert exubérant et dynamique mettant en vedette ses chansons phares les plus aimées, écrites tout au long de la carrière prolifique (17 fois lauréat du prix Grammy) à la fois avec le groupe The Police et en tant qu’artiste solo.;Salué par une « performance magistrale du début à la fin », le concert « emmène les fans dans un voyage musical à travers le temps », avec des « succès comme « Fields of Gold », « Shape of my Heart », « Roxanne » et « Demolition Man » ponctuant un spectacle inoubliable. » Les fans peuvent également s’attendre à entendre « Englishman In New York », « Every Breath You Take », « Roxanne », « Message In A Bottle » et bien d’autres encore, avec Sting accompagné Dominic Miller (guitare), Josh Freese (batterie), Rufus Miller (guitare), Yolanda Charles (basse), Kevon Webster (clavier), Shane Sager (harmonica) avec Melissa Musique et Gene Noble (chœurs);12/10/2020;12/10/2020;A 20h;Le 12/10/2020 - A 20h;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31000;TOULOUSE;Musique;Concert;Musique de variété;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/sting-2241.html;;;;;43.598264,1.4092542
FMAMID031V50IV1M;;STRAUSS INTIME (ORCHESTRE NATIONAL DU CAPITOLE DE TOULOUSE);"RÊVER, ÉCOUTER, SE RETROUVER

KIRILL KARABITS : DIRECTION
EMMANUEL
TJEKNAVORIAN : VIOLON";"Au seuil de la mort, un homme voit défiler sa vie : émerveillements de l’enfance, combats de l’âge adulte, quête d’un au-delà… De ce thème universel, qui touche au plus profond de nos peurs et de nos espérances, Strauss tire un drame pour
orchestre, où le tragique et le bonheur se mêlent. Le chef ukrainien Kirill Karabits conduit ce récit en musique, où chacun pourra entendre ses propres questionnements.

RICHARD STRAUSS
MORT ET TRANSFIGURATION, OP. 24
WOLFGANG AMADEUS MOZART
CONCERTO POUR VIOLON N° 5
EN LA MAJEUR, K. 219
WITOLD LUTOSLAWSKI
CONCERTO POUR ORCHESTRE";15/01/2021;15/01/2021;A 20h.;Le 15/01/2021 - A 20h.;;HALLE AUX GRAINS;;1 Place Dupuy;;31000;TOULOUSE;Musique;Concert;Musique classique;François Verdier;43.6002193;1.4533432;05 61 63 13 13;;www.onct.toulouse.fr;;;;;43.6002193,1.4533432
FMAMID031V50E5DA;;SUR LES PAS DE NOUGARO;"Visite guidée proposée par l'office de tourisme.  

À travers un fait historique, que diriez-vous de pousser plus loin l’aventure et d’explorer toutes les facettes de l’identité toulousaine ?";"Suivez pas à pas l’artiste évoqué au travers des lieux toulousains, ceux qui l’ont vu vivre et ceux qu’il a fait vivre par ses mots immortels.

RDV place Arnaud-Bernard, devant la pharmacie Lafayette.La réservation est conseillée, les places étant limitées.

MESURES SANITAIRES: 
-Le port du masque est obligatoire
-La visite est limitée à 10 personnes (guide compris) 
-Le guide portera une visière";21/06/2020;21/06/2020;A 15h;Le 21/06/2020 - A 15h;;PLACE ARNAUD-BERNARD;Devant la pharmacie Lafayette;Place Arnaud-Bernard;;31000;TOULOUSE;Culturelle;Visites guidées;;Compans Caffarelli;43.6112132;1.43892641;0 892 180 180 (0,45 € TTC/min);infos@toulouse-tourisme.com;resavacances.toulouse-tourisme.com/fr/evenements;;De 10,00 € à 12,00 €;7,00 €;;43.6112132,1.43892641
FMAMID031V50ISE1;;THÉRAPIE TAXI;Apres une immense tournée sold out suite à la sortie de leur premier album Hit Sale (Panenka Music), certifié Platine et cumulant plus de 100M de streams, Thérapie Taxi reprend la route en 2020 pour une tournée des Zenith !;"La date du concert de Thérapie Taxi, initialement prévue le 28 mai 2020 au Zénith Toulouse Métropole est reportée au 19 septembre 2020.

Les billets restent valables pour cette date de report (sont concernés les billets datés de la date initiale le 5 mars 2020, et de la date du 1er report le 28 mai 2020).
Les personnes ne pouvant se rendre au concert reporté, sont invitées à s'adresser à leur point de vente pour effectuer une demande de remboursement jusqu'au 30 juin 2020 conformément aux conditions générales de vente.

Apres une immense tournée sold out suite à la sortie de leur premier album Hit Sale (Panenka Music), certifié Platine et cumulant plus de 100M de streams, Thérapie Taxi reprend la route en 2020 pour une tournée des Zenith !

Ca rime, ça sonne et ça parle. De tout mais surtout de rien. Du tinder love aux soirées trop arrosées, de la drague et des excès. Avec ses textes en français, Thérapie TAXI se pose comme un miroir acerbe de la jeunesse et de son temps, désabusé peut-être, mais brûlant de désirs.

Surgi sur la scène pop francophone avec quelques singles dérangés et dérangeants et un 1er EP sorti en 2016, Thérapie TAXI bouscule la chanson française acoustique en lorgnant du côté de l'électro et de rythmes punk rock. Avec ce 1er album intitulé « Hit Sale », Adé, Raph et Renaud enfoncent le clou sans complexe et envoient 14 titres qui donnent envie d’aimer, de rêver ou de danser. On pense parfois à Sexy Sushi qui aurait troqué ses ordis bugués contre des guitares en bois et des synthés aériens, à une Lio de la génération Snapchat…

Mais trêve de comparaisons : Thérapie TAXI ne ressemble finalement qu'à lui-même, soit la rencontre entre deux garçons et une fille bien décidés à faire des hits – Une thérapie de choc !";19/09/2020;19/09/2020;A 20h.;Le 19/09/2020 - A 20h.;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;Musique;Concert;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/therapie-taxi-2211.html;;;;;43.598264,1.4092542
FMAMID031V50IRQA;;TOULOUSE'S ENIGMATIC QUEST CHAPITRE III (ANNULÉ);Non, vous n’avez pas rêvé ! La presse ne se trompe pas, le détective Marteau a bel et bien disparu !;"Visite guidée proposée par l’agence Paysdoc.com 

Dans les starting-blocks pour son départ à la retraite, il a manqué la petite fête organisée en son honneur par la brigade des cimes insolites. Cela ne lui ressemble pas …

Laissez-là coupes et petits fours et faites honneur à la brigade, en résolvant la dernière énigme de votre mentor ! Vous lui devez bien ça !

Une enquête pédestre à énigmes de 2h30 environ dans le centre de Toulouse 
Il n'est pas nécessaire d'avoir fait le Chapitre I ""l'étrange affaire de l'inspecteur Marteau"" pour faire cette enquête. 

Constitution des équipes : 
La répartition des équipes se fait sur le moment en fonction du nombre de participants. La réservation peut donc se faire à partir d'une personne.
Les équipes sont de 8 personnes maximum. Si votre groupe est plus important, nous vous informons que vous ne pourrez pas tous jouez ensemble et que vous serez obligatoirement répartis dans 2 équipes. 

Privatisation : 
Cette visite est privatisable pour vos évènements de famille, entre amis ou avec vos collaborateurs. Demandez un devis à l'adresse suivante : paysdoc@paysdoc.com

Le point de rendez-vous vous sera communiqué par mail 24h à l'avance.
Réservation en ligne obligatoire, les paiements sur place ne sont pas autorisés.";27/06/2020;27/06/2020;De 18h30 à 21h.;Le 27/06/2020 - De 18h30 à 21h.;ANNULE;TOULOUSE;;;;31000;TOULOUSE;Culturelle;Visites guidées;;Jean Jaurès;43.6046256;1.444205;05 61 73 17 96;;www.paysdoc.com;;15,00 €;;4 - 7 ans  /  8 - 12 ans  /  plus de 12 ans;43.6046256,1.444205
